age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
58,Female,148039,1.92,32,7,8.29,0.91,2.06,1,8.15,5.05,5.04,6.47,91.72,69.89,1.76,0.59,0.42,0.54,0.23,0.92,2.61,37,30,0.92,8,0,46.71,0,4.98,0.55,9.37,25.64,2.52,5.17,2.25,3,4
41,Female,57433,3.79,5,13,9.28,0.68,2.27,9,7.22,9.22,4.41,1.32,86.04,75.49,2.37,0.34,0.12,0.71,0.75,0.84,3.27,9,115,4.1,2,0,243.67,2,1.92,3.91,5.57,28.64,8.11,7.96,5.11,70,4
55,Female,50156,4.24,25,4,5.72,5.59,4.07,2,4.65,5.9,8.11,4.46,71.14,62.64,3.43,0.7,0.43,0.2,0.59,0.43,4.16,28,162,0.92,5,1,1264.46,1,5.58,4.02,6.49,26.2,11.93,4.43,5.06,38,5
27,Female,37406,5.11,29,5,6.42,0.72,1.69,8,5.17,4.09,3.8,5.26,99.54,68.65,3.26,0.59,0.31,0.45,0.89,0.25,8.27,26,5,2.29,10,0,296.81,1,1.46,8.75,5.8,24.95,9.31,5.39,6.94,63,5
26,Female,21341,1.26,24,1,7.79,0.84,4.13,10,2.58,3.57,2.06,1.5,48.33,93.54,0.0,0.44,0.12,0.65,0.25,0.02,5.45,31,244,2.47,10,0,604.42,2,5.11,3.78,6.87,21.31,2.79,3.51,0.17,95,2
54,Male,90440,2.0,2,21,3.27,2.86,2.77,8,5.99,4.2,5.77,3.17,32.9,82.01,0.95,0.5,0.5,0.05,0.31,0.32,5.33,0,356,0.36,7,0,673.51,0,2.31,5.05,6.46,18.74,3.81,5.13,4.58,9,10
21,Female,64134,2.62,12,11,8.02,5.38,3.41,10,7.03,5.35,5.81,5.14,69.36,71.74,1.71,0.54,0.26,0.68,0.49,0.63,12.35,16,453,2.34,7,1,1172.45,0,6.94,3.96,8.58,27.45,3.09,5.17,3.81,12,8
53,Female,136686,4.85,14,12,4.06,2.57,0.05,4,4.06,6.37,7.12,7.37,86.87,67.08,2.76,0.3,0.49,0.8,0.29,0.42,5.64,3,107,0.59,2,1,119.85,2,3.47,5.8,8.96,18.74,8.41,4.25,2.54,80,10
28,Female,39575,2.93,37,17,7.84,0.93,0.39,3,4.96,4.75,7.69,5.56,40.12,93.4,3.3,0.27,0.06,0.38,0.13,0.52,4.06,42,261,0.75,8,1,230.61,1,3.34,6.73,3.2,24.09,9.8,4.81,5.11,8,7
42,Male,64426,0.55,13,21,6.37,4.23,6.78,9,5.04,8.4,6.41,7.44,58.85,57.69,0.29,0.83,0.07,0.19,0.62,0.79,1.95,9,160,0.5,7,1,72.72,1,0.86,1.0,4.3,20.75,7.08,8.45,5.97,64,8
33,Female,125951,4.09,6,13,6.69,2.95,0.66,8,6.03,4.68,2.72,6.45,82.13,76.12,2.95,0.46,0.17,0.67,0.38,0.12,3.09,18,13,4.18,3,1,23.33,3,3.79,4.24,4.36,17.86,13.26,3.1,9.41,20,10
18,Female,112665,7.49,16,10,5.7,0.85,0.39,3,5.83,9.08,7.38,10.0,86.07,37.54,5.91,0.42,0.58,0.66,0.6,0.4,3.3,5,218,3.11,9,1,912.86,2,3.9,6.04,5.88,24.75,11.43,5.76,1.65,36,10
30,Female,7810,5.82,7,14,7.25,0.46,2.78,5,4.45,9.28,6.65,5.97,54.71,81.87,4.09,0.8,0.18,0.38,0.46,0.81,3.93,49,100,2.46,6,0,2083.37,3,3.63,6.81,8.21,20.8,8.91,4.48,3.94,10,10
56,Female,46329,2.85,30,24,6.92,1.27,1.6,1,5.49,8.6,9.41,5.9,46.75,100.0,2.31,0.97,0.09,0.41,0.48,0.64,3.07,46,132,7.31,1,1,251.86,0,6.74,4.65,2.38,24.14,3.82,8.08,2.89,5,5
30,Female,119498,1.55,4,13,5.17,2.98,1.47,3,3.19,6.06,7.5,10.0,91.48,86.62,0.57,0.57,0.47,0.52,0.29,0.63,16.35,45,271,0.45,2,0,16.17,0,8.04,2.19,9.33,24.4,2.5,2.2,3.68,38,2
35,Male,33274,4.25,17,23,6.05,2.05,1.19,1,0.35,5.32,5.7,7.41,91.53,43.25,3.7,0.28,0.16,0.3,0.76,0.43,5.83,22,151,1.88,6,1,646.27,2,6.08,4.48,10.0,24.88,11.81,2.53,2.41,6,2
36,Female,122739,3.32,23,16,5.01,4.81,2.98,5,6.15,7.5,5.16,7.25,59.67,76.75,2.58,0.2,0.15,0.64,0.27,0.52,13.17,28,385,0.54,5,0,1395.65,3,5.11,0.0,1.52,22.49,8.25,3.3,4.99,59,5
57,Male,82190,4.67,34,2,10.59,3.82,0.1,9,8.33,5.56,3.73,6.22,55.65,84.19,4.42,0.94,0.31,0.51,0.65,0.51,2.53,14,381,0.7,10,0,469.73,1,9.35,4.66,3.63,29.72,5.27,7.51,0.0,96,6
57,Male,113736,3.98,38,19,8.29,0.22,0.71,1,4.26,4.32,3.25,3.08,60.75,38.32,1.4,0.35,0.51,0.61,0.28,0.6,16.68,24,93,5.26,10,1,90.82,0,4.88,2.07,5.97,21.76,7.72,6.63,4.16,37,7
38,Female,139480,1.42,8,3,9.06,3.83,4.47,4,5.51,4.03,5.21,6.28,62.09,85.38,0.0,0.33,0.49,0.3,0.38,0.71,9.06,34,269,0.92,3,0,235.77,1,5.6,8.23,2.6,22.14,6.22,5.19,7.02,81,10
35,Male,126016,0.62,1,17,6.3,1.04,0.59,6,6.41,4.05,8.24,7.41,88.85,87.84,0.0,0.62,0.21,0.1,0.57,0.23,7.51,6,485,0.95,2,1,216.52,2,4.63,4.01,4.3,32.68,4.02,5.1,5.31,89,5
20,Male,23209,2.99,38,8,7.14,2.4,0.21,6,6.56,6.31,4.87,4.37,64.98,89.32,1.62,0.87,0.39,0.41,0.38,0.7,3.09,32,298,3.82,10,1,31.22,2,7.61,6.96,8.9,23.78,5.69,3.63,6.33,48,2
56,Female,127178,1.48,5,2,8.71,2.86,3.56,4,5.13,4.51,9.11,5.77,66.96,92.53,1.77,0.25,0.33,0.23,0.65,0.59,3.72,27,229,2.85,8,1,930.74,2,4.05,4.25,8.22,23.73,4.68,4.09,5.74,2,3
37,Male,10480,4.47,31,18,7.18,2.17,0.63,3,5.45,0.68,6.23,8.38,65.33,80.5,1.97,0.4,0.18,0.51,0.31,0.51,5.83,1,321,0.96,4,0,23.47,3,4.76,4.68,3.23,36.07,15.81,5.41,6.44,56,10
27,Male,39723,0.53,12,13,6.0,1.14,2.9,7,9.02,5.47,5.74,1.42,55.13,71.26,1.7,0.81,0.19,0.42,0.65,0.26,4.15,31,172,1.37,0,1,370.65,3,3.59,7.33,6.37,24.94,7.27,4.71,2.48,83,3
53,Female,134532,3.48,25,20,6.8,1.91,2.43,7,10.0,2.91,7.23,3.38,94.68,60.77,2.17,0.6,0.14,0.38,0.84,0.61,2.36,16,290,1.16,1,1,334.05,2,5.56,2.54,5.72,22.46,8.78,4.49,3.61,3,7
53,Female,127295,7.34,32,19,3.63,2.17,1.5,2,7.21,6.93,8.35,3.21,55.85,64.4,6.19,0.22,0.48,0.27,0.35,0.61,1.22,15,230,1.08,5,0,2658.35,0,8.69,4.87,1.62,24.56,8.67,7.11,4.71,29,8
50,Female,77437,1.28,38,21,6.32,0.46,1.2,8,4.48,5.67,4.75,2.31,65.27,60.08,2.82,0.26,0.44,0.28,0.66,0.8,8.24,25,102,2.35,7,0,68.59,0,4.78,6.6,5.53,15.88,6.07,7.17,3.69,72,3
39,Male,42245,1.26,30,7,8.66,0.25,0.91,8,3.15,0.8,8.51,1.69,69.0,77.12,1.9,0.52,0.17,0.27,0.43,0.59,1.52,20,169,1.81,6,0,83.19,2,1.83,3.41,5.42,27.77,6.04,6.76,5.91,9,5
41,Female,32669,4.12,3,3,9.34,5.96,0.92,3,3.49,5.1,6.47,6.97,74.39,43.38,2.24,0.29,0.2,0.75,0.2,0.15,5.77,48,393,2.86,0,1,508.43,2,3.32,3.88,7.96,22.7,8.56,3.56,3.28,11,10
30,Male,7247,5.23,20,9,7.47,0.38,1.68,5,3.26,6.5,5.96,2.96,65.16,77.76,3.56,0.63,0.64,0.59,0.28,0.35,0.64,49,305,2.43,2,0,1622.75,3,1.93,4.63,6.41,23.25,6.43,6.43,2.71,72,5
46,Female,44104,0.72,7,2,7.38,0.63,1.67,9,8.29,5.95,9.23,6.48,77.9,71.23,0.0,0.51,0.12,0.66,0.45,0.29,3.68,37,66,2.98,8,0,175.69,1,1.79,5.22,6.01,24.49,6.81,4.35,3.63,63,2
44,Male,137476,4.61,30,2,6.47,0.81,0.02,5,4.4,5.46,6.96,3.91,75.95,73.06,4.39,0.47,0.47,0.54,0.79,0.7,6.86,3,317,0.83,9,0,650.99,0,3.05,7.19,4.86,28.84,5.44,1.6,2.26,67,6
41,Male,124156,8.96,8,9,5.89,6.23,2.8,4,7.56,4.52,4.29,9.83,61.54,63.71,6.83,0.72,0.23,0.52,0.75,0.43,3.32,47,334,2.74,2,1,526.47,1,4.17,3.06,2.98,22.33,9.95,7.86,1.83,56,8
37,Male,110857,3.32,7,19,8.45,0.5,1.74,2,7.86,5.02,8.95,4.84,99.08,82.79,1.72,0.31,0.36,0.63,0.16,0.91,3.12,33,203,1.93,10,1,849.98,2,3.57,6.44,6.24,24.07,7.4,0.72,4.33,65,1
34,Male,111721,5.92,11,19,6.39,0.85,0.55,7,5.31,8.22,2.43,6.47,49.13,65.51,5.73,0.95,0.11,0.08,0.62,0.28,8.12,16,315,2.31,7,1,267.8,0,3.44,7.51,8.93,26.22,9.62,4.55,1.25,40,5
41,Female,69736,0.99,36,9,7.1,0.26,0.03,6,3.66,3.81,3.61,10.0,73.78,38.02,1.93,0.44,0.11,0.55,0.74,0.48,2.89,26,144,1.23,10,1,717.04,0,5.67,5.11,6.31,27.27,3.5,5.58,3.59,38,2
45,Male,25600,4.42,25,10,6.0,3.22,1.77,9,4.85,2.4,1.76,5.77,69.28,71.94,4.24,0.36,0.48,0.25,0.62,0.28,18.33,44,140,0.67,2,1,43.78,1,5.25,4.74,6.49,25.47,6.01,2.58,1.85,22,1
50,Female,110005,1.55,36,24,6.0,0.45,2.62,8,4.14,6.89,6.81,2.79,70.29,70.02,1.5,0.77,0.28,0.26,0.26,0.58,3.36,26,442,1.75,9,0,85.97,0,2.73,3.36,4.37,21.43,9.26,1.33,5.24,65,5
58,Female,13884,3.12,7,17,6.92,0.66,0.4,4,2.7,7.75,5.39,7.0,41.95,61.52,3.34,0.14,0.33,0.35,0.32,0.38,9.07,21,55,3.78,4,1,78.97,2,5.14,5.86,7.41,27.53,6.62,5.51,5.83,76,3
27,Female,88122,2.79,28,8,8.74,3.49,0.17,2,3.06,3.56,10.0,3.67,58.03,87.79,1.91,0.91,0.49,0.42,0.59,0.1,11.04,27,26,1.82,9,0,530.22,2,5.43,3.93,7.91,31.96,13.58,3.09,3.97,8,1
36,Male,83089,1.93,14,0,6.87,2.21,5.08,1,4.72,1.56,7.63,5.0,74.36,55.23,0.15,0.59,0.12,0.88,0.86,0.62,19.69,9,348,1.03,9,0,856.1,2,3.93,8.19,6.97,24.5,3.77,8.04,2.52,92,3
49,Female,41446,2.01,30,11,5.62,4.45,0.02,2,3.54,2.49,10.0,6.21,78.19,62.15,1.71,0.78,0.2,0.25,0.61,0.68,2.17,5,354,0.9,7,1,545.06,3,7.2,7.04,9.07,24.56,4.09,4.77,2.57,40,8
46,Male,81679,3.95,26,10,4.09,2.35,0.88,9,3.66,4.49,7.83,4.14,72.99,70.33,2.32,0.64,0.01,0.35,0.69,0.23,5.64,23,78,1.22,10,1,269.86,1,6.24,9.35,4.8,23.96,9.55,7.18,2.49,46,2
24,Female,92671,5.78,25,14,7.38,0.46,1.11,8,0.33,6.92,9.44,3.34,69.29,100.0,4.14,0.73,0.22,0.23,0.48,0.59,1.68,41,326,5.6,2,0,622.49,2,3.14,9.0,3.37,28.25,7.76,5.71,6.58,69,1
23,Female,136540,2.93,17,15,7.59,1.9,5.53,7,7.06,4.54,7.99,5.56,59.38,76.91,1.42,0.53,0.35,0.67,0.85,0.72,3.18,34,240,0.99,10,1,551.21,1,4.44,2.94,6.38,23.7,5.01,4.16,3.92,4,4
14,Female,14911,3.36,30,5,7.58,1.75,3.01,8,0.36,5.81,6.47,5.68,100.0,64.98,1.75,0.9,0.12,0.32,0.78,0.71,4.93,29,0,2.44,4,1,698.87,2,5.42,5.92,5.61,19.73,7.52,2.97,7.14,22,8
47,Male,87604,9.29,31,21,6.61,1.3,6.12,2,7.53,8.24,7.76,5.88,91.31,79.44,5.9,0.94,0.29,0.22,0.46,0.5,4.5,27,265,2.04,6,1,598.21,0,2.51,2.56,4.55,24.07,10.6,2.4,5.76,87,10
31,Female,22965,0.53,26,11,7.38,1.7,3.48,10,4.44,6.61,6.25,5.09,65.07,81.49,1.98,0.21,0.6,0.63,0.32,0.42,6.46,19,336,3.31,9,1,420.72,1,4.48,6.95,9.52,23.99,1.49,4.92,3.63,62,5
31,Female,132066,0.83,36,5,8.74,0.66,0.77,8,3.17,8.29,6.34,7.13,45.31,89.4,0.0,0.31,0.18,0.35,0.88,0.46,4.19,32,83,3.88,3,0,1050.74,3,6.36,5.81,6.29,22.09,1.84,6.09,7.94,89,6
41,Male,147622,2.13,12,16,6.74,2.15,1.23,8,2.23,5.92,6.29,7.74,56.35,62.23,1.17,0.86,0.41,0.18,0.57,0.57,4.38,28,289,1.65,5,1,30.83,2,7.36,5.42,3.54,23.84,6.2,5.07,3.46,29,8
58,Female,55984,3.62,17,14,7.22,1.78,0.66,2,2.74,5.68,7.73,9.43,61.7,61.43,2.22,0.48,0.28,0.21,0.46,0.25,3.77,27,353,0.37,5,1,665.6,1,0.0,4.68,6.6,16.45,7.66,6.99,1.12,54,2
31,Female,18276,6.33,9,20,6.12,0.42,6.35,9,5.68,6.91,2.2,5.36,89.44,47.59,4.29,0.16,0.45,0.58,0.32,0.22,1.82,36,453,0.39,2,1,291.22,2,4.26,4.7,2.28,24.35,9.98,5.23,3.73,88,1
38,Male,61205,5.76,19,10,5.77,2.6,2.47,1,4.0,5.65,7.76,6.17,99.47,90.28,3.86,0.28,0.07,0.63,0.4,0.96,1.71,20,118,2.17,0,0,66.89,2,6.06,2.7,5.28,32.19,7.92,4.31,1.5,74,6
59,Male,120081,1.96,29,22,6.04,2.68,0.53,9,1.5,2.35,6.63,5.29,89.26,66.75,1.33,0.35,0.26,0.33,0.34,0.67,7.05,1,62,0.72,8,1,52.83,3,3.44,4.42,3.5,23.63,3.83,6.1,2.99,35,7
22,Female,120341,3.01,7,5,4.81,1.45,2.73,4,2.85,5.05,8.71,5.66,72.45,87.12,0.77,0.5,0.05,0.71,0.22,0.84,7.36,28,25,1.76,7,0,543.21,3,6.11,7.91,5.07,30.11,8.87,2.23,3.06,39,1
40,Male,125508,13.09,22,1,7.4,1.06,1.25,10,3.95,8.88,5.95,6.04,68.04,40.9,10.0,0.57,0.12,0.09,0.24,0.13,7.01,12,282,1.37,9,1,151.84,1,5.16,2.44,5.02,24.26,15.25,6.49,6.94,95,8
29,Male,38203,1.37,19,18,7.76,1.89,0.17,6,4.9,5.61,4.54,6.92,57.01,70.16,0.71,0.69,0.02,0.22,0.48,0.4,6.75,27,87,3.82,7,1,151.91,0,6.1,4.61,3.99,22.0,3.8,4.14,1.13,4,3
31,Female,20883,4.75,1,0,6.31,0.78,1.1,10,3.75,6.79,6.83,3.4,90.5,51.92,3.04,0.24,0.71,0.48,0.81,0.78,4.9,39,443,3.0,5,0,357.6,2,6.33,6.17,6.82,26.65,10.6,4.86,2.62,51,1
40,Male,109089,2.41,29,13,5.81,0.23,0.14,4,4.49,0.0,7.23,4.1,54.84,58.92,1.37,0.89,0.16,0.17,0.56,0.47,6.82,49,224,4.02,2,1,177.51,1,3.09,5.53,6.76,18.87,8.67,9.11,1.13,54,10
31,Female,21922,1.8,25,12,6.24,4.33,0.87,7,5.4,6.94,4.43,4.99,51.31,93.97,1.26,0.69,0.23,0.85,0.33,0.42,2.21,29,86,1.12,6,0,628.32,2,5.18,5.35,5.87,18.02,3.86,8.25,6.26,59,5
34,Female,108335,2.22,29,22,7.88,1.3,2.28,7,2.57,3.71,7.99,5.85,53.26,85.9,1.5,0.7,0.13,0.29,0.63,0.95,3.6,8,173,3.65,10,1,278.9,0,7.25,3.32,7.54,23.37,5.76,8.18,6.45,81,9
46,Male,67291,4.93,10,13,5.64,1.2,0.64,9,4.17,5.03,9.21,10.0,57.41,51.4,2.53,0.61,0.35,0.33,0.85,0.41,0.87,7,189,1.5,6,0,170.6,0,0.53,6.04,6.79,19.79,6.0,5.3,4.1,15,9
56,Female,134957,5.76,6,2,6.38,1.93,2.29,9,4.68,3.6,6.77,6.15,65.82,69.1,4.77,0.08,0.45,0.38,0.7,0.39,11.59,10,156,1.19,10,0,364.14,3,6.95,1.92,7.16,20.2,12.12,6.14,6.74,11,9
14,Female,7128,5.89,25,5,6.27,8.1,0.26,6,4.98,1.81,7.67,1.98,68.26,62.24,3.5,0.86,0.26,0.22,0.79,0.85,2.91,40,50,2.84,3,0,136.78,9,3.46,5.0,8.62,23.34,8.72,5.98,2.62,45,7
22,Female,65442,5.52,15,10,7.83,0.62,0.6,9,5.18,4.86,6.29,6.63,86.22,85.08,6.27,0.68,0.86,0.29,0.62,0.73,6.6,4,358,2.44,1,0,159.83,3,3.88,2.43,6.99,18.86,12.39,2.77,2.23,80,1
29,Female,110946,2.02,31,10,6.99,6.07,0.94,10,3.58,5.87,1.7,5.25,49.24,57.92,1.12,0.71,0.08,0.51,0.51,0.33,1.52,15,332,1.6,10,0,218.65,2,0.9,5.26,5.38,22.14,3.88,3.85,6.01,31,2
38,Male,126753,3.49,15,10,9.58,0.58,0.45,9,7.42,1.84,2.75,8.48,83.56,58.88,3.68,0.93,0.2,0.84,0.08,0.48,15.65,33,57,0.23,8,0,1823.42,1,5.75,7.18,4.1,29.0,8.18,7.81,4.03,24,3
32,Male,86103,1.77,4,21,7.36,2.16,0.56,5,6.28,7.14,8.61,7.75,58.25,93.37,0.78,0.93,0.24,0.37,0.73,0.61,4.55,29,488,0.88,1,0,1211.22,0,3.4,7.86,5.65,25.28,7.24,3.32,3.3,10,2
47,Female,51308,3.23,31,16,5.24,0.28,0.71,9,2.65,10.0,6.93,3.93,69.97,82.27,3.38,0.61,0.12,0.22,0.32,0.37,4.87,0,166,2.24,6,0,443.26,3,4.11,2.49,4.11,24.72,4.81,5.73,0.25,94,9
34,Female,104730,4.15,20,14,7.64,0.47,5.91,6,6.82,5.33,8.1,6.19,72.25,65.96,3.02,0.06,0.13,0.55,0.4,0.24,15.31,30,59,2.12,5,1,1442.3,3,7.7,2.84,8.29,30.4,4.34,5.2,5.99,14,7
34,Male,128677,1.09,5,0,5.07,2.63,3.77,2,7.88,7.1,4.85,5.5,56.48,87.08,2.52,0.58,0.4,0.12,0.23,0.57,6.85,35,51,3.55,6,0,456.72,0,6.99,5.02,4.95,22.77,4.94,3.35,1.49,48,7
56,Male,32872,1.72,6,0,5.24,0.83,0.89,1,3.31,5.19,3.75,10.0,62.43,43.87,1.76,0.62,0.22,0.33,0.33,0.41,2.23,41,195,0.71,4,0,113.24,1,9.65,5.33,4.05,27.92,4.75,3.96,7.25,96,6
49,Female,30888,0.96,39,15,6.99,0.14,0.98,8,1.84,7.42,7.84,4.03,54.89,90.76,1.35,0.39,0.21,0.2,0.2,0.29,1.03,12,491,1.68,7,0,1107.62,0,7.05,5.29,3.17,22.02,3.27,0.42,3.86,0,1
42,Female,81849,2.91,5,1,8.35,1.2,3.29,6,6.38,4.81,4.86,6.88,50.81,80.98,2.17,0.59,0.22,0.29,0.44,0.14,0.6,7,47,0.11,8,0,1158.29,3,1.63,7.68,6.42,20.38,7.94,4.53,4.5,9,7
51,Female,144552,4.82,9,21,8.53,1.21,1.42,9,6.11,4.07,1.99,7.44,70.49,66.27,4.2,0.39,0.35,0.42,0.84,0.28,5.98,31,278,2.05,7,1,426.63,1,4.73,7.56,3.79,18.79,6.3,1.15,3.74,0,4
33,Male,101732,2.29,4,17,9.63,7.66,1.96,6,4.84,5.89,5.8,8.32,72.71,61.55,0.0,0.39,0.26,0.38,0.9,0.51,2.84,47,5,4.49,5,1,16.8,3,2.46,2.36,6.31,20.82,8.23,6.23,4.4,73,10
45,Female,89866,4.89,17,4,4.13,1.43,5.1,5,5.19,0.0,7.75,6.0,51.13,55.53,2.48,0.35,0.1,0.26,0.59,0.38,3.08,26,27,0.38,3,0,371.31,3,4.42,10.0,6.18,21.89,12.32,7.66,6.33,13,1
24,Male,113447,3.26,35,11,6.95,4.11,0.79,8,1.94,5.79,6.36,6.04,95.53,77.69,2.69,0.41,0.19,0.06,0.34,0.26,8.97,35,397,1.82,0,0,2175.43,0,4.8,2.67,8.07,15.93,6.16,1.59,4.43,85,1
25,Female,84431,2.97,4,2,4.39,4.2,3.13,3,1.43,4.45,5.27,7.09,34.64,67.98,1.17,0.77,0.32,0.66,0.28,0.51,2.28,6,156,0.56,9,0,519.1,1,0.0,2.22,7.92,23.78,10.95,3.78,2.09,77,1
33,Female,9587,1.93,2,0,7.52,1.7,0.71,9,2.6,2.46,6.22,3.03,78.57,73.12,1.03,0.77,0.49,0.53,0.32,0.47,9.21,1,473,0.24,3,1,587.42,0,4.18,5.1,4.26,17.88,8.03,7.98,1.87,94,4
58,Male,30628,2.9,7,6,4.63,0.19,0.58,8,6.37,5.15,7.96,8.01,71.95,50.89,0.0,0.36,0.23,0.55,0.71,0.43,7.77,35,171,4.09,2,1,440.44,1,1.3,5.74,3.81,22.64,11.32,3.45,3.08,69,8
48,Female,139308,4.88,15,24,6.44,3.41,0.62,2,3.13,6.76,6.86,8.42,56.55,67.86,4.91,0.4,0.34,0.3,0.39,0.37,2.83,46,463,0.8,9,1,54.99,1,6.5,6.38,5.8,24.75,10.49,6.73,4.53,65,7
26,Male,14053,7.93,31,0,9.57,1.1,0.61,4,6.26,1.63,5.2,5.78,76.71,36.4,5.56,0.65,0.1,0.8,0.72,0.1,3.37,18,9,0.95,10,0,539.97,0,1.95,6.01,6.33,22.35,9.15,4.3,4.54,62,4
48,Male,73392,9.42,9,0,7.13,1.85,0.18,8,4.83,3.98,4.81,9.37,63.33,77.03,6.31,0.23,0.25,0.31,0.94,0.26,1.46,43,296,0.59,8,0,8.6,3,5.3,6.0,7.62,26.57,11.4,5.27,6.98,98,9
50,Female,72724,2.28,16,3,7.17,2.15,3.83,10,2.57,1.37,7.84,5.06,69.24,88.96,0.82,0.55,0.23,0.31,0.42,0.21,10.92,47,285,0.36,3,1,237.24,3,4.62,5.59,0.89,26.74,4.87,4.03,1.02,95,8
37,Female,79496,4.56,13,10,4.55,2.9,0.15,6,4.48,7.84,2.39,6.12,70.01,64.5,4.43,0.21,0.18,0.45,0.84,0.44,0.43,39,171,2.75,2,1,250.41,3,6.2,4.6,6.96,28.18,5.99,8.55,2.26,64,7
34,Female,58197,1.89,19,22,6.39,0.87,2.32,1,6.33,1.38,5.28,6.79,49.46,65.98,0.49,0.39,0.3,0.62,0.27,0.43,8.6,38,271,7.09,8,0,118.86,2,4.63,3.59,0.11,19.03,4.82,8.48,5.98,96,5
51,Male,43348,7.34,30,18,5.98,1.51,0.67,4,10.0,6.51,4.49,6.81,59.46,72.87,3.8,0.69,0.32,0.14,0.81,0.43,6.25,30,24,6.13,6,1,405.46,1,1.89,7.98,5.96,30.27,13.47,4.55,5.04,96,10
40,Male,9417,5.85,24,12,7.0,2.02,0.39,10,0.48,6.53,8.05,6.32,53.92,64.2,4.91,0.65,0.14,0.5,0.73,0.84,10.04,19,314,1.38,6,0,78.3,2,5.79,1.23,8.51,20.8,11.06,6.3,0.81,85,6
59,Female,126180,3.01,18,8,6.71,4.96,3.15,9,2.63,1.28,4.2,4.55,70.94,50.15,1.49,0.44,0.11,0.14,0.32,0.7,7.76,36,361,0.47,1,1,812.57,0,6.59,3.03,4.38,21.24,3.72,3.99,0.0,33,8
33,Male,98469,6.65,30,19,5.08,1.92,0.12,4,8.22,8.41,3.46,5.94,85.23,65.67,4.9,0.25,0.38,0.27,0.7,0.24,3.34,8,156,1.87,5,0,39.16,3,5.87,6.93,7.77,21.59,14.96,2.0,4.83,61,8
43,Male,11800,2.02,10,18,7.97,0.42,0.78,4,1.93,4.01,5.88,6.14,76.07,76.89,0.0,0.45,0.48,0.07,0.53,0.42,7.62,49,327,0.85,7,1,326.12,2,4.14,8.81,4.49,23.26,13.83,3.71,6.04,56,5
51,Male,28761,0.63,26,16,6.95,0.31,4.68,5,9.76,7.16,7.87,5.9,68.15,49.55,0.0,0.44,0.3,0.55,0.74,0.84,5.53,47,22,1.31,8,0,72.42,3,5.48,4.13,5.06,30.51,3.11,4.13,7.54,13,8
28,Female,14543,1.23,16,16,7.73,8.81,5.95,10,5.71,4.78,7.3,8.78,64.87,84.42,1.64,0.19,0.35,0.1,0.88,0.4,4.4,3,78,5.63,1,0,288.2,2,6.9,5.44,9.89,15.21,4.51,5.76,5.56,96,4
52,Male,106280,2.65,33,3,9.64,0.78,1.2,2,5.75,3.76,3.71,8.64,69.35,67.65,2.02,0.18,0.47,0.61,0.08,0.71,2.86,9,488,3.97,4,1,22.11,0,2.72,9.57,5.42,30.37,3.16,6.97,6.71,89,8
38,Female,90918,3.76,22,24,9.2,1.78,1.05,10,3.73,4.87,7.7,6.36,25.6,37.73,1.28,0.69,0.45,0.95,0.55,0.5,1.52,34,57,6.07,3,0,98.69,3,0.1,2.6,6.53,23.55,7.22,6.52,1.12,75,4
57,Female,134247,0.71,26,19,6.37,0.27,3.16,9,3.94,1.55,5.97,5.75,61.26,79.68,0.0,0.44,0.07,0.55,0.47,0.1,2.49,12,408,2.23,1,1,25.61,3,4.97,8.0,9.76,21.64,4.21,4.56,2.21,79,5
47,Male,101609,0.63,36,0,8.5,2.7,3.51,8,4.35,8.06,8.01,3.87,84.82,70.39,0.35,0.75,0.79,0.76,0.45,0.46,7.32,29,411,1.17,2,1,502.63,0,8.33,4.64,6.08,27.48,6.31,8.58,5.54,3,4
44,Male,109526,4.73,39,14,3.53,2.38,0.43,7,5.11,3.34,7.25,4.48,66.41,65.64,4.18,0.7,0.14,0.13,0.53,0.38,9.29,44,313,0.93,0,0,1058.45,1,3.81,5.88,6.14,21.03,13.44,6.89,6.23,36,5
29,Female,27412,3.99,5,19,9.19,6.62,2.07,8,4.5,7.3,6.11,6.17,51.65,60.58,1.97,0.17,0.41,0.37,0.38,0.29,2.78,46,139,2.78,4,1,51.81,3,8.09,8.95,5.23,15.77,10.29,2.04,5.24,27,5
50,Male,144040,3.54,15,16,7.81,1.17,0.12,8,1.49,10.0,3.8,1.92,62.69,81.56,0.77,0.36,0.47,0.13,0.47,0.56,1.9,22,259,0.62,1,0,549.5,1,4.24,4.3,8.32,20.11,5.74,5.28,4.63,29,10
44,Female,90030,4.83,37,24,4.87,0.24,0.11,3,4.26,4.3,7.2,4.21,63.82,84.21,2.61,0.63,0.17,0.45,0.37,0.28,7.13,40,118,0.49,8,1,1068.03,3,5.18,4.16,8.53,28.18,7.99,6.28,6.42,84,6
